Date;Close
06-08-2024;24.570
02-08-2024;24.930
01-08-2024;25.760
31-07-2024;26.400
30-07-2024;25.370
29-07-2024;25.830
26-07-2024;25.840
25-07-2024;25.820
24-07-2024;26.270
23-07-2024;27.330
22-07-2024;27.100
19-07-2024;26.820
18-07-2024;27.220
17-07-2024;27.560
16-07-2024;28.880
15-07-2024;28.930
12-07-2024;28.900
11-07-2024;29.020
10-07-2024;29.490
09-07-2024;29.220
08-07-2024;29.170
05-07-2024;29.070
03-07-2024;28.750
02-07-2024;28.300
01-07-2024;28.160
28-06-2024;28.090
27-06-2024;28.150
26-06-2024;28.080
25-06-2024;27.970
24-06-2024;27.610
21-06-2024;28.110
20-06-2024;28.390
18-06-2024;28.630
17-06-2024;28.430
14-06-2024;28.190
13-06-2024;28.100
12-06-2024;27.870
11-06-2024;27.190
10-06-2024;27.000
07-06-2024;26.730
06-06-2024;26.830
05-06-2024;26.770
04-06-2024;26.020
31-05-2024;25.840
30-05-2024;26.100
29-05-2024;26.770
28-05-2024;26.920
24-05-2024;26.620
23-05-2024;26.330
22-05-2024;26.190
21-05-2024;26.170
20-05-2024;26.180
17-05-2024;25.960
16-05-2024;25.990
15-05-2024;26.010
14-05-2024;25.410
13-05-2024;25.190
10-05-2024;25.110
09-05-2024;25.050
08-05-2024;25.070
07-05-2024;25.130
03-05-2024;24.660
02-05-2024;24.360
01-05-2024;24.070
30-04-2024;24.260
29-04-2024;24.740
26-04-2024;24.760
25-04-2024;24.160
24-04-2024;24.340
23-04-2024;24.190
22-04-2024;23.670
19-04-2024;23.610
18-04-2024;24.610
17-04-2024;24.700
16-04-2024;25.190
15-04-2024;25.220
12-04-2024;25.820
11-04-2024;26.300
10-04-2024;25.930
09-04-2024;26.130
08-04-2024;26.170
05-04-2024;26.170
04-04-2024;25.850
03-04-2024;26.250
02-04-2024;26.110
28-03-2024;26.080
27-03-2024;26.150
26-03-2024;26.290
25-03-2024;26.440
22-03-2024;26.540
21-03-2024;26.460
20-03-2024;26.110
19-03-2024;25.790
15-03-2024;25.550
14-03-2024;25.910
13-03-2024;26.100
12-03-2024;26.380
11-03-2024;25.910
08-03-2024;26.380
07-03-2024;26.950
06-03-2024;26.570
05-03-2024;26.210
04-03-2024;26.650
01-03-2024;26.500
29-02-2024;26.010
28-02-2024;25.520
27-02-2024;25.660
26-02-2024;25.710
23-02-2024;25.570
22-02-2024;25.690
21-02-2024;24.590
20-02-2024;24.990
16-02-2024;25.520
15-02-2024;25.870
14-02-2024;25.730
13-02-2024;25.250
12-02-2024;25.750
09-02-2024;25.850
08-02-2024;25.380
07-02-2024;24.980
06-02-2024;24.570
02-02-2024;24.800
01-02-2024;24.040
31-01-2024;23.810
30-01-2024;24.380
29-01-2024;24.510
26-01-2024;24.110
25-01-2024;24.340
24-01-2024;24.230
23-01-2024;24.000
22-01-2024;23.960
19-01-2024;23.790
18-01-2024;23.100
17-01-2024;22.720
16-01-2024;22.870
12-01-2024;22.680
11-01-2024;22.670
10-01-2024;22.530
09-01-2024;22.380
08-01-2024;22.190
05-01-2024;21.580
04-01-2024;21.520
03-01-2024;21.670
02-01-2024;21.970
